Player,Shot,Type,Stroke,Spin,Speed (MPH),2,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,New Points
Lenn Luemkemann,2,first_return,Forehand,Topspin,37.786106,281,0,0,short,deuce,near,2.974609,6.791255,deep,deuce_alley,near,4.242188,0.654441,1.410156,down the line,Net,false,20:55:25,7609.72998,280
Opponent,1,first_serve,Serve,Flat,130.596954,283,0,0,deep,ad,near,-2.030559,2.676429,deep,ad,far,0.815918,23.208788,2.375,down the T,Out,false,20:55:45,7628.870117,282
Lenn Luemkemann,2,first_return,Forehand,Topspin,35.698456,283,0,0,short,deuce,far,-2.113281,16.4375,out,ad,near,-2.410156,-1.087747,0.927734,inside in,In,false,20:55:45,7629.27002,282
Opponent,1,second_serve,Serve,Kick,105.07077,284,0,0,short,ad,near,-3.25475,7.579537,deep,ad,far,0.888672,24.146288,2.46875,out wide,In,false,20:55:55,7639.049805,283
Lenn Luemkemann,2,second_return,Backhand,Topspin,63.938808,284,0,0,deep,ad,far,3.324616,22.42729,deep,ad,near,-3.427734,2.12319,1.667969,cross court,In,false,20:55:56,7639.879883,283
Opponent,3,serve_plus_one,Backhand,Topspin,54.239491,284,0,0,deep,ad,near,-1.549875,3.607459,out,ad,far,3.800781,25.865038,0.70166,cross court,In,false,20:55:57,7640.97998,283
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,59.272961,284,0,0,deep,deuce,far,-2.185664,22.868696,deep,ad,near,-2.220703,0.201316,1.03125,down the line,In,false,20:55:58,7642.279785,283
Opponent,5,in_play,Forehand,Topspin,51.53112,284,0,0,deep,deuce,near,2.783085,4.903014,out,deuce,far,-2.003906,25.708788,0.683594,cross court,In,false,20:55:59,7643.5,283
Lenn Luemkemann,6,in_play,Forehand,Topspin,68.345383,284,0,0,deep,deuce,far,-2.362638,21.574615,deep,deuce,near,2.455078,0.224753,1.236328,cross court,In,false,20:56:01,7644.819824,283
Opponent,7,in_play,Forehand,Flat,57.084621,284,0,0,short,deuce,near,2.157417,5.772084,out,deuce,far,-3.457031,25.943163,1.011719,cross court,In,false,20:56:02,7646.02002,283
Lenn Luemkemann,8,in_play,Forehand,Topspin,77.582436,284,0,0,deep,ad,far,3.229579,21.78429,deep,deuce,near,2.589844,-0.322122,1.201172,down the line,In,false,20:56:03,7647.379883,283
Opponent,9,in_play,Backhand,Slice,42.932869,284,0,0,short,ad_alley,near,-4.9025,6.489545,out,ad,far,2.392578,26.083788,1.228516,down the line,Out,false,20:56:04,7648.490234,283
Opponent,1,first_serve,Serve,Kick,108.080238,286,0,0,short,deuce,near,3.979417,7.408783,deep,deuce,far,-0.533203,24.333788,2.289062,out wide,In,false,20:56:38,7682.390137,285
Lenn Luemkemann,2,first_return,Forehand,Topspin,45.585724,286,0,0,deep,ad,far,0.617159,23.760134,deep,deuce_alley,near,4.796875,1.177878,1.166016,down the line,In,false,20:56:39,7682.910156,285
Opponent,3,serve_plus_one,Forehand,Topspin,53.455624,286,0,0,short,deuce,near,2.486067,7.060687,deep,center_line,far,-0.02034,24.927538,1.001953,down the line,In,false,20:56:40,7684.549805,285
Lenn Luemkemann,4,return_plus_one,Forehand,Topspin,74.400406,286,0,0,deep,deuce,far,-3.233661,23.751207,deep,deuce,near,2.572266,0.584128,0.997559,cross court,In,false,20:56:42,7685.950195,285
Opponent,5,in_play,Forehand,Topspin,55.172382,286,0,0,deep,ad,near,-2.014763,5.440823,out,deuce,far,-3.882812,26.333788,0.817383,down the line,In,false,20:56:43,7687.049805,285
Lenn Luemkemann,6,in_play,Backhand,Slice,58.485046,286,0,0,deep,deuce,far,-2.6718,22.989002,deep,ad,near,-1.679688,1.459128,1.249023,down the line,In,false,20:56:44,7688.310059,285
Opponent,7,in_play,Forehand,Slice,37.470844,286,0,0,short,deuce,near,1.381836,11.023438,out,deuce,far,-2.326172,25.724413,0.950684,cross court,In,false,20:56:45,7689.430176,285
Lenn Luemkemann,8,in_play,Volley,Flat,21.650688,286,0,0,deep,ad,far,3.412109,22.03125,short,deuce,near,1.381836,10.498191,2.673828,down the line,In,false,20:56:46,7690.430176,285
Opponent,9,in_play,Volley,Flat,22.516716,286,0,0,out,ad_alley,far,4.145107,24.491936,deep,ad,far,3.412109,23.240038,0.049316,down the line,Net,false,20:56:47,7691.430176,285
Opponent,1,first_serve,Serve,Flat,94.570206,287,0,0,short,ad,near,-4.081446,7.061416,deep,ad,far,0.485596,22.677538,2.332031,out wide,In,false,20:57:07,7711.089844,286
Opponent,1,first_serve,Serve,Flat,90.066864,289,0,0,short,deuce,near,3.167363,7.50595,deep,deuce,far,-0.477295,23.833788,2.21875,out wide,In,false,20:57:39,7742.790039,288
Lenn Luemkemann,2,first_return,Forehand,Topspin,67.995987,289,0,0,deep,deuce,far,-0.043152,20.090731,deep,deuce_alley,near,4.246094,0.748191,1.300781,down the line,In,false,20:57:39,7743.339844,288
Opponent,3,serve_plus_one,Backhand,Topspin,51.309864,289,0,0,deep,ad,near,-0.313029,5.38003,deep,ad,far,0.267578,24.490038,0.828125,cross court,In,false,20:57:40,7744.339844,288
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,61.065968,289,0,0,deep,deuce,far,-0.019772,18.294973,deep,ad,near,-0.275879,0.552878,0.984863,down the line,In,false,20:57:41,7745.620117,288
Opponent,5,in_play,Backhand,Slice,41.396271,289,0,0,deep,ad,near,-2.156155,2.406577,out,ad,far,2.619141,26.130663,1.231445,cross court,In,false,20:57:43,7746.890137,288
Lenn Luemkemann,6,in_play,Forehand,Topspin,57.99836,289,0,0,deep,deuce,far,-0.081609,21.964643,out,ad,near,-2.167969,-1.298684,0.943359,inside in,In,false,20:57:45,7748.790039,288
Opponent,7,in_play,Backhand,Topspin,48.022667,289,0,0,deep,ad,near,-1.189986,5.482185,out,ad,far,3.039062,25.224413,0.814453,cross court,In,false,20:57:46,7750.029785,288
Lenn Luemkemann,8,in_play,Forehand,Topspin,68.312363,289,0,0,deep,ad,far,3.909385,22.579624,deep,ad,near,-1.696289,0.420066,1.051758,inside out,In,false,20:57:47,7751.629883,288
Opponent,9,in_play,Backhand,Slice,48.057892,289,0,0,deep,deuce,near,0.353564,0.117711,out,ad,far,3.873047,27.458788,0.903809,down the line,In,false,20:57:49,7752.830078,288
Lenn Luemkemann,10,in_play,Forehand,Topspin,36.996601,289,0,0,short,ad,near,-3.132812,6.867726,out,ad,near,-0.307617,-2.134622,1.099609,inside out,Net,false,20:57:50,7754.680176,288
